"Fecha Retiro","Iniciativa","Cod. Serial","Vintage Inicial","Vintage Final","Año absorción","Cod. Seriales Entregados","Destinación","Usuario Final","Nit Usuario Final","Sujeto Pasivo","Nit Sujeto Pasivo","TCO2e Entregadas"
"27/01/2021","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-33104-33497","Compensacion voluntaria","PINTURAS ECUATORIANAS S.A. PINTUCO","990034958001","PINTURAS ECUATORIANAS S.A. PINTUCO","990034958001","394"
"14/01/2021","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-32848-33103","Impuesto al Carbono","HIDROCASANARE S.A.S ","900682561-0","HIDROCASANARE S.A.S ","900682561-0","256"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","Colcx-14-0010-2019-72891-72925","Impuesto al Carbono","IMBOCAR SA","800185397-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","35"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","Colcx-14-0010-2019-72181-72890","Impuesto al Carbono","GMOVIL SAS","900364704-3","CHEVRON PETROLEUM COMPANY","860005223-9","710"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","Colcx-14-0010-2019-72145-72180","Impuesto al Carbono","COLVANES SAS","800185306-4","PETROBRAS COLOMBIA COMBUSTIBLES SA","900047822-5","36"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","Colcx-14-0010-2019-70929-72144","Impuesto al Carbono","COLVANES SAS","800185306-4","CHEVRON PETROLEUM COMPANY","860005223-9","1216"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","Colcx-14-0010-2019-70219-70928","Impuesto al Carbono","COLVANES SAS","800185306-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","710"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","Colcx-14-0010-2019-70016-70218","Impuesto al Carbono","COLTANQUES SAS","860040576-1","PRIMAX COLOMBIA SA","860002554-8","203"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","Colcx-14-0010-2019-69002-70015","Impuesto al Carbono","COLTANQUES SAS","860040576-1","PETROBRAS COLOMBIA COMBUSTIBLES SA","900047822-5","1014"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","Colcx-14-0010-2019-67279-69001","Impuesto al Carbono","COLTANQUES SAS","860040576-1","CHEVRON PETROLEUM COMPANY","860005223-9","1723"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","Colcx-14-0010-2019-67076-67278","Impuesto al Carbono","COLTANQUES SAS","860040576-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","203"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","Colcx-14-0010-2019-66442-67075","Impuesto al Carbono","COLTUGS SAS","900485260-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","634"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","Colcx-14-0010-2019-63607-66441","Impuesto al Carbono","DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS","901160786-4","DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS","901160786-4","2835"
"12/01/2021","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2018","6/1/2008","1/19/2023","2018","Colcx-14-0010-2018-63776-66190","Impuesto al Carbono","DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS","901160786-4","DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS","901160786-4","2415"
"30/12/2020","PROGRAMA DE COMPENSACIONES INCUBADORA SANTANDER – ISSA 2017","COLCX-14-0012-2016","3/7/2007","11/1/2017","2016","Colcx-14-0012-2016-0742-1388","Impuesto al Carbono","INCUBADORA SANTANDER S.A.","890200474-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","647"
"29/12/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2014","5/12/2008","6/17/2022","2014","Colcx-14-0011-2014-2989-3038","Compensacion voluntaria","BANCO DAVIVIENDA S.A.","860034313-7","BANCO DAVIVIENDA S.A.","860034313-7","50"
"10/12/2020","PROGRAMA DE COMPENSACIONES INCUBADORA SANTANDER – ISSA 2017","COLCX-14-0012-2016","3/7/2007","11/1/2017","2016","Colcx-14-0012-2016-107-741","Impuesto al Carbono","INCUBADORA SANTANDER S.A.","890200474-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","635"
"27/11/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2014","5/12/2008","6/17/2022","2014","Colcx-14-0011-2014-2620-2988","Compensacion voluntaria","UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES - UNGRD","900478966-6","UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES - UNGRD","900478966-6","369"
"12/11/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2009","5/12/2008","10/23/2019","2009","Colcx-14-0011-2009-1683-1683","Compensacion voluntaria","Congreso SURA 2020","890903790-5","Congreso SURA 2020","890903790-5","1"
"12/11/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2014","5/12/2008","6/17/2022","2014","Colcx-14-0011-2014-2288-2619","Impuesto al Carbono","INVERSIONES GLP SAS ESP","900335279-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","332"
"12/11/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2014","5/12/2008","6/17/2022","2014","Colcx-14-0011-2014-0001-2287","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","2287"
"12/11/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2013","5/12/2008","6/17/2022","2013","Colcx-14-0011-2013-0001-1876","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","1876"
"12/11/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2012","5/12/2008","6/17/2022","2012","Colcx-14-0011-2012-184-959","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","776"
"12/11/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2012","5/12/2008","6/17/2022","2012","Colcx-14-0011-2012-001-183","Compensacion voluntaria","BANCO DAVIVIENDA S.A.","860034313-7","BANCO DAVIVIENDA S.A.","860034313-7","183"
"12/11/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2011","5/12/2008","6/17/2022","2011","Colcx-14-0011-2011-001-603","Compensacion voluntaria","BANCO DAVIVIENDA S.A.","860034313-7","BANCO DAVIVIENDA S.A.","860034313-7","603"
"12/11/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2010","5/12/2008","6/17/2022","2010","Colcx-14-0011-2010-001-164","Compensacion voluntaria","BANCO DAVIVIENDA S.A.","860034313-7","BANCO DAVIVIENDA S.A.","860034313-7","164"
"12/11/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2009","5/12/2008","10/23/2019","2009","Colcx-14-0011-2009-1254-1682","Compensacion voluntaria","BANCO DAVIVIENDA S.A.","860034313-7","BANCO DAVIVIENDA S.A.","860034313-7","429"
"12/11/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2014","6/1/2008","1/19/2023","2014","Colcx-14-0010-2014-19715-22330","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","2616"
"09/11/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-32566-32847","Impuesto al Carbono","HIDROCASANARE S.A.S ","900682561-0","HIDROCASANARE S.A.S ","900682561-0","282"
"09/11/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2014","6/1/2008","1/19/2023","2014","Colcx-14-0010-2014-17131-19714","Impuesto al Carbono","GMOVIL SAS","900364704-3","CHEVRON PETROLEUM COMPANY","860005223-9","2584"
"09/11/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2014","6/1/2008","1/19/2023","2014","Colcx-14-0010-2014-16816-17130","Impuesto al Carbono","BIMBO DE COLOMBIA S.A.","830002366-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","315"
"09/11/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2014","6/1/2008","1/19/2023","2014","Colcx-14-0010-2014-16701-16815","Impuesto al Carbono","EQUIRENT VEHICULOS Y MAQUINARIA","901253015-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","115"
"09/11/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2014","6/1/2008","1/19/2023","2014","Colcx-14-0010-2014-16532-16700","Impuesto al Carbono","EQUIRENT SA","800204462-8","ORGANIZACIÓN TERPEL SA","830095213-0 ","169"
"09/11/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2014","6/1/2008","1/19/2023","2014","Colcx-14-0010-2014-16528-16531","Impuesto al Carbono","EQUIRENT BLINDADOS","900248356-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","4"
"09/11/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2014","6/1/2008","1/19/2023","2014","Colcx-14-0010-2014-15701-16527","Impuesto al Carbono","INGENIO CARMELITA","891900196-1","PRIMAX COLOMBIA SA","860002554-8","827"
"09/11/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2014","6/1/2008","1/19/2023","2014","Colcx-14-0010-2014-15245-15700","Impuesto al Carbono","CEMEX TRANSPORTES DE COLOMBIA SA","830078000-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","456"
"09/11/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2014","6/1/2008","1/19/2023","2014","Colcx-14-0010-2014-13421-15244","Impuesto al Carbono","CEMEX TRANSPORTES DE COLOMBIA SA","830078000-7","PRIMAX COLOMBIA SA","860002554-8","1824"
"04/11/2020","PROGRAMA DE COMPENSACIONES INCUBADORA SANTANDER – ISSA 2017","COLCX-14-0012-2014","3/7/2007","11/1/2017","2014","Colcx-14-0012-2014-001-635","Impuesto al Carbono","INCUBADORA SANTANDER S.A.","890200474-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","635"
"26/10/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2014","6/1/2008","1/19/2023","2014","Colcx-14-0010-2014-00001-13420","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","13420"
"26/10/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2013","6/1/2008","1/19/2023","2013","Colcx-14-0010-2013-00001-13958","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","13958"
"26/10/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2012","6/1/2008","1/19/2023","2012","Colcx-14-0010-2012-0001-9942","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","9942"
"26/10/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2011","6/1/2008","1/19/2023","2011","Colcx-14-0010-2011-0426-4579","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","4154"
"26/10/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2010","6/1/2008","1/19/2023","2010","Colcx-14-0010-2010-0368-2239","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","1872"
"23/10/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2009","5/12/2008","10/23/2019","2009","Colcx-14-0011-2009-0171-1253","Compensacion voluntaria","Productos Naturales de la Sabana SAS","860004922-4","Productos Naturales de la Sabana SAS","860004922-4","1083"
"23/10/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2008","5/12/2008","10/23/2019","2008","Colcx-14-0011-2008-7394-8910","Compensacion voluntaria","Productos Naturales de la Sabana SAS","860004922-4","Productos Naturales de la Sabana SAS","860004922-4","1517"
"23/10/2020","Proyecto Carbono CAS","COLCX-14-0004-2014","9/5/2018","5/8/2019","2014","Colcx-14-0004-2014-0001-3183","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","3183"
"23/10/2020","Proyecto Carbono CAS","COLCX-14-0004-2013","9/5/2018","5/8/2019","2013","Colcx-14-0004-2013-0301-3058","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","2758"
"23/10/2020","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2014","4/14/2010","7/18/2019","2014","COLCX-14-0007-2014-1024-6614","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","5591"
"23/10/2020","PROYECTO FORESTAL CO2CERO VICHADA","COLCX-14-0013-2014","6/16/2012","4/28/2022","2014","Colcx-14-0013-2014-5856-7247","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","1392"
"23/10/2020","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2011","6/1/2008","1/19/2023","2011","Colcx-14-0010-2011-001-425","Compensacion voluntaria","POSITIVA COMPAÑIA DE SEGUROS S. A.","860011153-6","POSITIVA COMPAÑIA DE SEGUROS S. A.","860011153-6","425"
"20/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2014","6/8/2009","10/30/2019","2014","COLCX-14-0008-2014-38789-39290","Impuesto al Carbono","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","BIOMAX BIOCOMBUSTIBLES SA","830136799-1","502"
"20/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2014","6/8/2009","10/30/2019","2014","COLCX-14-0008-2014-33799-38788","Impuesto al Carbono","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","4990"
"20/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-32515-32565","Impuesto al Carbono","COLTUGS SAS","900485260-4","PRIMAX COLOMBIA SA","860002554-8","51"
"20/10/2020","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2014","5/1/2009","9/28/2019","2014","COLCX-14-0005-2014-24000-27133","Impuesto al Carbono","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","3134"
"20/10/2020","PROYECTO FORESTAL CO2CERO VICHADA","COLCX-14-0013-2014","6/16/2012","4/28/2022","2014","Colcx-14-0013-2014-4329-5855","Impuesto al Carbono","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","1527"
"20/10/2020","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2014","4/14/2010","7/18/2019","2014","COLCX-14-0007-2014-0001-1023","Impuesto al Carbono","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","1023"
"20/10/2020","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2013","4/14/2010","7/18/2019","2013","COLCX-14-0007-2013-0001-2672","Impuesto al Carbono","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","2672"
"20/10/2020","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2012","4/14/2010","7/18/2019","2012","COLCX-14-0007-2012-001-502","Impuesto al Carbono","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","502"
"20/10/2020","PROYECTO FORESTAL CO2CERO REFOCOSTA LA GLORIA","COLCX-14-0007-2011","4/14/2010","7/18/2019","2011","COLCX-14-0007-2011-0001-1593","Impuesto al Carbono","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","FRONTERA ENERGY COLOMBIA CORP,
SUCURSAL COLOMBIA","830126302-2","1593"
"19/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-31684-32514","Impuesto al Carbono","COLTUGS SAS","900485260-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","831"
"19/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-31532-31683","Impuesto al Carbono","COLTUGS SAS","900485260-4","PRIMAX COLOMBIA SA","860002554-8","152"
"17/10/2020","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2014","5/1/2009","9/28/2019","2014","COLCX-14-0005-2014-00001-23999","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","23999"
"17/10/2020","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2013","5/1/2009","9/28/2019","2013","COLCX-14-0005-2013-00001-18440","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","18440"
"17/10/2020","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2012","5/1/2009","9/28/2019","2012","COLCX-14-0005-2012-00001-11378","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","11378"
"17/10/2020","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2011","5/1/2009","9/28/2019","2011","COLCX-14-0005-2011-0001-4225","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","4225"
"17/10/2020","Proyecto forestal de Mitigación Carbono SOMBRILLA ZONA CAFETERA FCG – CO2CERO","COLCX-14-0005-2010","5/1/2009","9/28/2019","2010","COLCX-14-0005-2010-001-137","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","137"
"17/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2014","6/8/2009","10/30/2019","2014","COLCX-14-0008-2014-00001-33798","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","33798"
"17/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2013","6/8/2009","10/30/2019","2013","COLCX-14-0008-2013-00001-35890","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","35890"
"17/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2012","6/8/2009","10/30/2019","2012","COLCX-14-0008-2012-00001-24589","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","24589"
"17/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2011","6/8/2009","10/30/2019","2011","COLCX-14-0008-2011-0001-7284","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","7284"
"17/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2010","6/8/2009","10/30/2019","2010","COLCX-14-0008-2010-001-392","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","392"
"17/10/2020","PROYECTO FORESTAL CO2CERO VICHADA","COLCX-14-0013-2014","6/16/2012","4/28/2022","2014","Colcx-14-0013-2014-0001-4328","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","4328"
"17/10/2020","PROYECTO FORESTAL CO2CERO VICHADA","COLCX-14-0013-2013","6/16/2012","10/1/2019","2013","Colcx-14-0013-2013-0001-2493","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","2493"
"17/10/2020","PROYECTO FORESTAL CO2CERO VICHADA","COLCX-14-0013-2012","6/16/2012","10/1/2019","2012","Colcx-14-0013-2012-001-466","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","466"
"16/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-31256-31531","Impuesto al Carbono","HIDROCASANARE S.A.S ","900682561-0","HIDROCASANARE S.A.S ","900682561-0","276"
"16/10/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2008","5/12/2008","10/23/2019","2008","Colcx-14-0011-2008-7180-7393","Compensacion voluntaria","G4S SECURE SOLUTIONS COLOMBIA S A","860013951-6","G4S SECURE SOLUTIONS COLOMBIA S A","860013951-6","214"
"14/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-31049-31255","Impuesto al Carbono","EQUIRENT SA","800204462-8","ORGANIZACIÓN TERPEL SA","830095213-0 ","207"
"14/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-31045-31048","Impuesto al Carbono","EQUIRENT BLINDADOS","900248356-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","4"
"14/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-30935-31044","Impuesto al Carbono","EQUIRENT VEHICULOS Y MAQUINARIA","901253015-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","110"
"09/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-30899-30934","Impuesto al Carbono","COLVANES SAS","800185306-4","PETROBRAS COLOMBIA COMBUSTIBLES SA","900047822-5","36"
"09/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-29683-30898","Impuesto al Carbono","COLVANES SAS","800185306-4","CHEVRON PETROLEUM COMPANY","860005223-9","1216"
"09/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-28973-29682","Impuesto al Carbono","COLVANES SAS","800185306-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","710"
"09/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-27959-28972","Impuesto al Carbono","COLTANQUES SAS","860040576-1","PETROBRAS COLOMBIA COMBUSTIBLES SA","900047822-5","1014"
"09/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-26236-27958","Impuesto al Carbono","COLTANQUES SAS","860040576-1","CHEVRON PETROLEUM COMPANY","860005223-9","1723"
"09/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-26033-26235","Impuesto al Carbono","COLTANQUES SAS","860040576-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","203"
"09/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-25701-26032","Impuesto al Carbono","INVERSIONES GLP SAS ESP","900335279-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","332"
"09/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-23117-25700","Impuesto al Carbono","GMOVIL SAS","900364704-3","CHEVRON PETROLEUM COMPANY","860005223-9","2584"
"09/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-23072-23116","Impuesto al Carbono","TRANSATELLITAL SAS","811035903-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","45"
"09/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-22987-23071","Impuesto al Carbono","IMBOCAR SA","800185397-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","85"
"09/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-22937-22986","Impuesto al Carbono","CRUSSAR SAS","901122635-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","50"
"07/10/2020","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2008","5/12/2008","10/23/2019","2008","Colcx-14-0011-2008-0170-7179","Compensacion voluntaria","FALABELLA DE COLOMBIA S.A.","900017447-8","FALABELLA DE COLOMBIA S.A.","900017447-8","7010"
"07/10/2020","Sombrilla bajo Cauca y costa norte fcg","COLCX-14-0008-2015","6/8/2009","10/30/2019","2015","COLCX-14-0008-2015-22622-22936","Impuesto al Carbono","BIMBO DE COLOMBIA S.A.","830002366-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","315"
