Fecha de retiro;Proyecto;Año;Cod. Vintage;Cod. COLCERs retirados;Propósito del retiro;Usuario final;Sujeto pasivo;COLCERs retirados
2021-04-28 0:00:00;CARBONO IG FARMS;2014;COLCX-14-0003-2014;COLCX-14-0003-2014-6417-6727;Compensación voluntaria;860.004.922-4 - Productos Naturales de la Sabana SAS;860.004.922-4 - Productos Naturales de la Sabana SAS;311
2021-04-23 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-3401-3402;Compensación voluntaria;830.083.619-5 - REPSOL COLOMBIA OIL & GAS LTD;830.083.619-5 - REPSOL COLOMBIA OIL & GAS LTD;2
2021-04-22 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-3356-3400;Compensación voluntaria;830.083.619-5 - REPSOL COLOMBIA OIL & GAS LTD;830.083.619-5 - REPSOL COLOMBIA OIL & GAS LTD;45
2021-04-13 0:00:00;CARBONO IG FARMS;2014;COLCX-14-0003-2014;COLCX-14-0003-2014-2800-3028;Compensación voluntaria;900.440.679-2 - ECOLOGIC SAS;900.440.679-2 - ECOLOGIC SAS;229
2021-04-13 0:00:00;CARBONO IG FARMS;2014;COLCX-14-0003-2014;COLCX-14-0003-2014-3029-3241;Compensación voluntaria;900.440.679-2 - ECOLOGIC SAS;900.440.679-2 - ECOLOGIC SAS;213
2021-04-13 0:00:00;CARBONO IG FARMS;2014;COLCX-14-0003-2014;COLCX-14-0003-2014-3242-3371;Compensación voluntaria;900.440.679-2 - ECOLOGIC SAS;900.440.679-2 - ECOLOGIC SAS;130
2021-04-13 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-3354-3355;Compensación voluntaria;901.245.493-8 - CO2CERO;901.245.493-8 - CO2CERO;2
2021-04-13 0:00:00;SOMBRILLA URRAO FCG;2018;COLCX-14-0009-2018;COLCX-14-0009-2018-31600-33664;Impuesto al Carbono;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;2065
2021-04-07 0:00:00;CARBONO IG FARMS;2014;COLCX-14-0003-2014;COLCX-14-0003-2014-2781-2794;Compensación voluntaria;900.555.885-8 - Xquadra SAS;900.555.885-8 - Xquadra SAS;14
2021-04-07 0:00:00;CARBONO IG FARMS;2014;COLCX-14-0003-2014;COLCX-14-0003-2014-2795-2799;Compensación voluntaria;901.109.330-4 - Mitayos Zona Franca SAS;901.109.330-4 - Mitayos Zona Franca SAS;5
2021-03-26 0:00:00;CARBONO IG FARMS;2014;COLCX-14-0003-2014;COLCX-14-0003-2014-2772-2780;Compensación voluntaria;900.241.832-1 - Ambicol Services SAS;900.241.832-1 - Ambicol Services SAS;9
2021-03-12 0:00:00;SOMBRILLA URRAO FCG;2018;COLCX-14-0009-2018;COLCX-14-0009-2018-29417-31599;Impuesto al Carbono;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;2183
2021-03-08 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2019;COLCX-14-0017-2019;COLCX-14-0017-2019-49740-50588;Impuesto al Carbono;891.900.196-1 - INGENIO CARMELITA;860.002.554-8 - PRIMAX COLOMBIA SA;849
2021-03-08 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2019;COLCX-14-0017-2019;COLCX-14-0017-2019-50589-50903;Impuesto al Carbono;830.002.366-0 - BIMBO DE COLOMBIA S.A.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;315
2021-03-08 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2019;COLCX-14-0017-2019;COLCX-14-0017-2019-50904-52200;Impuesto al Carbono;860.002.523-1 - CEMEX COLOMBIA SA;860.002.554-8 - PRIMAX COLOMBIA SA;1297
2021-03-08 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2019;COLCX-14-0017-2019;COLCX-14-0017-2019-52201-52497;Impuesto al Carbono;860.002.523-1 - CEMEX COLOMBIA SA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;297
2021-03-08 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2019;COLCX-14-0017-2019;COLCX-14-0017-2019-52498-54046;Impuesto al Carbono;830.078.000-7 - CEMEX TRANSPORTES DE COLOMBIA SA;860.002.554-8 - PRIMAX COLOMBIA SA;1549
2021-02-11 0:00:00;SOMBRILLA URRAO FCG;2018;COLCX-14-0009-2018;COLCX-14-0009-2018-27234-29416;Impuesto al Carbono;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;2183
2021-02-08 0:00:00;CARBONO IG FARMS;2014;COLCX-14-0003-2014;COLCX-14-0003-2014-2722-2771;Compensación voluntaria;900.368.076-4 - Envases Plásticos de la Sabana SAS;900.368.076-4 - Envases Plásticos de la Sabana SAS;50
2021-02-08 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-3197-3323;Compensación voluntaria;860.351.812-1 - Los Nominativos 7-24 Ltda Siete24 Ltda Y Siete24 Vigilancia Y Seguridad Ltda;860.351.812-1 - Los Nominativos 7-24 Ltda Siete24 Ltda Y Siete24 Vigilancia Y Seguridad Ltda;127
2021-02-08 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-3324-3353;Compensación voluntaria;860.076.173-2 - FUNDACION BOLIVAR DAVIVIENDA;860.076.173-2 - FUNDACION BOLIVAR DAVIVIENDA;30
2021-01-26 0:00:00;CARBONO IG FARMS;2014;COLCX-14-0003-2014;COLCX-14-0003-2014-2295-2721;Compensación voluntaria;900.368.076-4 - Envases Plásticos de la Sabana SAS;900.368.076-4 - Envases Plásticos de la Sabana SAS;427
2021-01-14 0:00:00;SOMBRILLA URRAO FCG;2018;COLCX-14-0009-2018;COLCX-14-0009-2018-24933-27233;Impuesto al Carbono;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;2301
2021-01-12 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-3194-3196;Compensación voluntaria;800.037.800-8 - BANCO AGRARIO DE COLOMBIA;800.037.800-8 - BANCO AGRARIO DE COLOMBIA;3
2020-12-24 0:00:00;Proyecto Forestal CO2Cero Caribe;2014;COLCX-14-0006-2014;COLCX-14-0006-2014-05598-14897;Compensación voluntaria;800.059.470-5 - ESENTTIA S.A;800.059.470-5 - ESENTTIA S.A;9300
2020-12-24 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-3178-3193;Compensación voluntaria;901.090.738-1 - Fundación Low Carbon City;901.090.738-1 - Fundación Low Carbon City;16
2020-12-23 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-1892-2304;Compensación voluntaria;860.011.153-6 - POSITIVA COMPAÑIA DE SEGUROS S. A.;860.011.153-6 - POSITIVA COMPAÑIA DE SEGUROS S. A.;413
2020-12-23 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-2305-3177;Compensación voluntaria;860.062.187-4 - SUPERINTENDENCIA NACIONAL DE SALUD;860.062.187-4 - SUPERINTENDENCIA NACIONAL DE SALUD;873
2020-12-21 0:00:00;Proyecto forestal CO2CERO SANTANDER;2018;COLCX-14-0015-2018;COLCX-14-0015-2018-14255-28046;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;13792
2020-12-21 0:00:00;Proyecto forestal CO2CERO SANTANDER;2019;COLCX-14-0015-2019;COLCX-14-0015-2019-00001-20402;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;20402
2020-12-21 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2017;COLCX-14-0016-2017;COLCX-14-0016-2017-05304-14203;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;8900
2020-12-21 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2018;COLCX-14-0016-2018;COLCX-14-0016-2018-00001-13845;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;13845
2020-12-21 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2019;COLCX-14-0016-2019;COLCX-14-0016-2019-00001-13322;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;13322
2020-12-21 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2019;COLCX-14-0017-2019;COLCX-14-0017-2019-00001-49739;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;49739
2020-12-17 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-1601-1891;Compensación voluntaria;860.078.643-1 - POLITECNICO GRANCOLOMBIANO;860.078.643-1 - POLITECNICO GRANCOLOMBIANO;291
2020-12-15 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2017;COLCX-14-0016-2017;COLCX-14-0016-2017-4972-5303;Impuesto al Carbono;900.335.279-0 - INVERSIONES GLP SAS ESP;830.095.213-0 - ORGANIZACIÓN TERPEL SA;332
2020-12-11 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2017;COLCX-14-0016-2017;COLCX-14-0016-2017-4059-4261;Impuesto al Carbono;900.485.260-4 - COLTUGS SAS;860.002.554-8 - PRIMAX COLOMBIA SA;203
2020-12-11 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2017;COLCX-14-0016-2017;COLCX-14-0016-2017-4262-4971;Impuesto al Carbono;900.485.260-4 - COLTUGS SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;710
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-0001-1300;Compensación voluntaria;860.034.313-7 - BANCO DAVIVIENDA S.A.;860.034.313-7 - BANCO DAVIVIENDA S.A.;1300
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2015;COLCX-14-0016-2015;COLCX-14-0016-2015-1301-1600;Impuesto al Carbono;900.682.561-0 - HIDROCASANARE S.A.S ;900.682.561-0 - HIDROCASANARE S.A.S ;300
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-001-315;Impuesto al Carbono;830.002.366-0 - BIMBO DE COLOMBIA S.A.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;315
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-0316-1142;Impuesto al Carbono;891.900.196-1 - INGENIO CARMELITA;860.002.554-8 - PRIMAX COLOMBIA SA;827
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-1143-1915;Impuesto al Carbono;860.002.523-1 - CEMEX COLOMBIA SA;860.002.554-8 - PRIMAX COLOMBIA SA;773
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-1916-2218;Impuesto al Carbono;860.002.523-1 - CEMEX COLOMBIA SA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;303
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-2219-4077;Impuesto al Carbono;830.078.000-7 - CEMEX TRANSPORTES DE COLOMBIA SA;860.002.554-8 - PRIMAX COLOMBIA SA;1859
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-4078-4236;Impuesto al Carbono;830.078.000-7 - CEMEX TRANSPORTES DE COLOMBIA SA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;159
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-4237-4286;Impuesto al Carbono;901.122.635-9 - CRUSSAR SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;50
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-4287-4371;Impuesto al Carbono;800.185.397-1 - IMBOCAR SA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;85
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-4372-4416;Impuesto al Carbono;811.035.903-9 - TRANSATELLITAL SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;45
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-4417-4619;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;203
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-4620-6342;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;860.005.223-9 - CHEVRON PETROLEUM COMPANY;1723
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-6343-7356;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;900.047.822-5 - PETROBRAS COLOMBIA COMBUSTIBLES SA;1014
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-7357-7559;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;860.002.554-8 - PRIMAX COLOMBIA SA;203
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-7560-8269;Impuesto al Carbono;800.185.306-4 - COLVANES SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;710
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-8270-9485;Impuesto al Carbono;800.185.306-4 - COLVANES SAS;860.005.223-9 - CHEVRON PETROLEUM COMPANY;1216
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-9486-9521;Impuesto al Carbono;800.185.306-4 - COLVANES SAS;900.047.822-5 - PETROBRAS COLOMBIA COMBUSTIBLES SA;36
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2016;COLCX-14-0016-2016;COLCX-14-0016-2016-09522-14068;Impuesto al Carbono;901.160.786-4 - DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS;901.160.786-4 - DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS;4547
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2017;COLCX-14-0016-2017;COLCX-14-0016-2017-0001-2237;Impuesto al Carbono;901.160.786-4 - DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS;901.160.786-4 - DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS;2237
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2017;COLCX-14-0016-2017;COLCX-14-0016-2017-2238-2241;Impuesto al Carbono;900.248.356-7 - EQUIRENT BLINDADOS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;4
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2017;COLCX-14-0016-2017;COLCX-14-0016-2017-2242-2418;Impuesto al Carbono;800.204.462-8 - EQUIRENT SA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;177
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2017;COLCX-14-0016-2017;COLCX-14-0016-2017-2419-2538;Impuesto al Carbono;901.253.015-4 - EQUIRENT VEHICULOS Y MAQUINARIA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;120
2020-12-10 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2017;COLCX-14-0016-2017;COLCX-14-0016-2017-2539-4058;Impuesto al Carbono;900.364.704-3 - GMOVIL SAS;860.005.223-9 - CHEVRON PETROLEUM COMPANY;1520
2020-12-10 0:00:00;SOMBRILLA URRAO FCG;2018;COLCX-14-0009-2018;COLCX-14-0009-2018-22360-24932;Impuesto al Carbono;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;2573
2020-11-19 0:00:00;Carbono Enbosque;2011;COLCX-14-0002-2011;COLCX-14-0002-2011-0001-3824;Impuesto al Carbono;901.065.873-0 - PLUS + ENERGY S.A.S;901.065.873-0 - PLUS + ENERGY S.A.S;3824
2020-11-19 0:00:00;Carbono Enbosque;2010;COLCX-14-0002-2010;COLCX-14-0002-2010-0001-2669;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;2669
2020-11-19 0:00:00;Carbono Enbosque;2011;COLCX-14-0002-2011;COLCX-14-0002-2011-3825-3889;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;65
2020-11-19 0:00:00;Carbono Enbosque;2012;COLCX-14-0002-2012;COLCX-14-0002-2012-0001-3890;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;3890
2020-11-19 0:00:00;Carbono Enbosque;2013;COLCX-14-0002-2013;COLCX-14-0002-2013-0001-4040;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;4040
2020-11-19 0:00:00;Carbono Enbosque;2014;COLCX-14-0002-2014;COLCX-14-0002-2014-0001-2336;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;2336
2020-11-19 0:00:00;Carbono Enbosque;2014;COLCX-14-0002-2014;COLCX-14-0002-2014-2337-5164;Impuesto al Carbono;890.922.447-4 - CONSTRUCCIONES EL CONDOR S.A. ;860.002.554-8 - PRIMAX COLOMBIA SA;2828
2020-11-17 0:00:00;SOMBRILLA URRAO FCG;2018;COLCX-14-0009-2018;COLCX-14-0009-2018-19941-22359;Impuesto al Carbono;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;901.123.549-8 - COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS;2419
2020-10-23 0:00:00;CARBONO IG FARMS;2011;COLCX-14-0003-2011;COLCX-14-0003-2011-0001-3815;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;3815
2020-10-23 0:00:00;CARBONO IG FARMS;2012;COLCX-14-0003-2012;COLCX-14-0003-2012-0001-6568;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;6568
2020-10-23 0:00:00;CARBONO IG FARMS;2013;COLCX-14-0003-2013;COLCX-14-0003-2013-00001-12216;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;12216
2020-10-23 0:00:00;CARBONO IG FARMS;2014;COLCX-14-0003-2014;COLCX-14-0003-2014-0001-2294;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;2294
2020-10-23 0:00:00;Proyecto Forestal CO2Cero Caribe;2012;COLCX-14-0006-2012;COLCX-14-0006-2012-0001-1168;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;1168
2020-10-23 0:00:00;Proyecto Forestal CO2Cero Caribe;2013;COLCX-14-0006-2013;COLCX-14-0006-2013-0001-5944;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;5944
2020-10-23 0:00:00;Proyecto Forestal CO2Cero Caribe;2014;COLCX-14-0006-2014;COLCX-14-0006-2014-0001-5597;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;5597
2020-10-23 0:00:00;Proyecto forestal CO2CERO SANTANDER;2012;COLCX-14-0015-2012;COLCX-14-0015-2012-1906-2263;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;358
2020-10-23 0:00:00;Proyecto forestal CO2CERO SANTANDER;2013;COLCX-14-0015-2013;COLCX-14-0015-2013-0001-5898;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;5898
2020-10-23 0:00:00;Proyecto forestal CO2CERO SANTANDER;2014;COLCX-14-0015-2014;COLCX-14-0015-2014-00001-14872;Impuesto al Carbono;819.001.667-8 - PETROLEOS DEL MILENIO SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;14872
2020-10-20 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2013;COLCX-14-0016-2013;COLCX-14-0016-2013-1935-5376;Impuesto al Carbono;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;3442
2020-10-20 0:00:00;Proyecto Forestal CO2CERO CORDILLERA CENTRAL;2014;COLCX-14-0016-2014;COLCX-14-0016-2014-0001-7743;Impuesto al Carbono;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;7743
2020-10-20 0:00:00;Proyecto forestal CO2CERO SANTANDER;2010;COLCX-14-0015-2010;COLCX-14-0015-2010-001-115;Impuesto al Carbono;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;115
2020-10-20 0:00:00;Proyecto forestal CO2CERO SANTANDER;2011;COLCX-14-0015-2011;COLCX-14-0015-2011-001-512;Impuesto al Carbono;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;512
2020-10-20 0:00:00;Proyecto forestal CO2CERO SANTANDER;2012;COLCX-14-0015-2012;COLCX-14-0015-2012-0001-1905;Impuesto al Carbono;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;1905
2020-10-20 0:00:00;Carbono Sombrilla Abejorral;2014;COLCX-14-0001-2014;COLCX-14-0001-2014-5777-6929;Impuesto al Carbono;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;1153
2020-10-20 0:00:00;SOMBRILLA URRAO FCG;2014;COLCX-14-0009-2014;COLCX-14-0009-2014-20441-22659;Impuesto al Carbono;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;830.126.302-2 - FRONTERA ENERGY COLOMBIA CORP, SUCURSAL COLOMBIA;2219
2020-10-17 0:00:00;SOMBRILLA URRAO FCG;2010;COLCX-14-0009-2010;COLCX-14-0009-2010-096-338;Impuesto al Carbono;860.005.223-9 - CHEVRON PETROLEUM COMPANY;860.005.223-9 - CHEVRON PETROLEUM COMPANY;243
2020-10-17 0:00:00;SOMBRILLA URRAO FCG;2011;COLCX-14-0009-2011;COLCX-14-0009-2011-0001-2242;Impuesto al Carbono;860.005.223-9 - CHEVRON PETROLEUM COMPANY;860.005.223-9 - CHEVRON PETROLEUM COMPANY;2242
2020-10-17 0:00:00;SOMBRILLA URRAO FCG;2012;COLCX-14-0009-2012;COLCX-14-0009-2012-0001-6497;Impuesto al Carbono;860.005.223-9 - CHEVRON PETROLEUM COMPANY;860.005.223-9 - CHEVRON PETROLEUM COMPANY;6497
2020-10-17 0:00:00;SOMBRILLA URRAO FCG;2013;COLCX-14-0009-2013;COLCX-14-0009-2013-00001-11761;Impuesto al Carbono;860.005.223-9 - CHEVRON PETROLEUM COMPANY;860.005.223-9 - CHEVRON PETROLEUM COMPANY;11761
2020-10-17 0:00:00;SOMBRILLA URRAO FCG;2014;COLCX-14-0009-2014;COLCX-14-0009-2014-00001-20440;Impuesto al Carbono;860.005.223-9 - CHEVRON PETROLEUM COMPANY;860.005.223-9 - CHEVRON PETROLEUM COMPANY;20440
2020-10-17 0:00:00;Carbono Sombrilla Abejorral;2010;COLCX-14-0001-2010;COLCX-14-0001-2010-001-657;Impuesto al Carbono;860.005.223-9 - CHEVRON PETROLEUM COMPANY;860.005.223-9 - CHEVRON PETROLEUM COMPANY;657
2020-10-17 0:00:00;Carbono Sombrilla Abejorral;2011;COLCX-14-0001-2011;COLCX-14-0001-2011-0001-3984;Impuesto al Carbono;860.005.223-9 - CHEVRON PETROLEUM COMPANY;860.005.223-9 - CHEVRON PETROLEUM COMPANY;3984
2020-10-17 0:00:00;Carbono Sombrilla Abejorral;2012;COLCX-14-0001-2012;COLCX-14-0001-2012-0001-5465;Impuesto al Carbono;860.005.223-9 - CHEVRON PETROLEUM COMPANY;860.005.223-9 - CHEVRON PETROLEUM COMPANY;5465
2020-10-17 0:00:00;Carbono Sombrilla Abejorral;2013;COLCX-14-0001-2013;COLCX-14-0001-2013-0001-5516;Impuesto al Carbono;860.005.223-9 - CHEVRON PETROLEUM COMPANY;860.005.223-9 - CHEVRON PETROLEUM COMPANY;5516
